old_source_mat_id,ref_code,ref_code_seq,ena_accession_number_sample,ena_accession_number_experiment_metag,ena_accession_number_experiment_metab,ena_accession_number_run_metag,ena_accession_number_run_metab,ena_accession_number_project,ena_accession_number_umbrella,biosamples_accession_number,source_mat_id
ARMS6_Crete_1HERP_20200903_20210626 SF(1),EMOBON00713,DBN_AAFQ,ERS29756610,NA,to_be_added,NA,to_be_added,PRJEB33796,PRJEB51688,SAMEA122217087,EMOBON_HCMR-1_Ha_1
ARMS6_Crete_1HERP_20200903_20210626 SF(2),EMOBON00714,DBN_AAFR,ERS29756611,NA,to_be_added,NA,to_be_added,PRJEB33796,PRJEB51688,SAMEA122217088,EMOBON_HCMR-1_Ha_2
ARMS6_Crete_1HERP_20200903_20210626 MF 500um,EMOBON00715,DBN_AAFS,ERS29756612,NA,to_be_added,NA,to_be_added,PRJEB33796,PRJEB51688,SAMEA122217089,EMOBON_HCMR-1_Ha_3
ARMS6_Crete_1HERP_20200903_20210626 MF 90um,EMOBON00716,DBN_AAFT,ERS29756613,NA,to_be_added,NA,to_be_added,PRJEB33796,PRJEB51688,SAMEA122217090,EMOBON_HCMR-1_Ha_4
ARMS7_Crete_1HERP_20200903_20211012 SF(2),EMOBON00718,DBN_AAFV,ERS29756614,NA,to_be_added,NA,to_be_added,PRJEB33796,PRJEB51688,SAMEA122217091,EMOBON_HCMR-1_Ha_6
ARMS7_Crete_1HERP_20200903_20211012 MF 500um,EMOBON00719,DBN_AAFW,ERS29756615,NA,to_be_added,NA,to_be_added,PRJEB33796,PRJEB51688,SAMEA122217092,EMOBON_HCMR-1_Ha_7
ARMS7_Crete_1HERP_20200903_20211012 MF 90um,EMOBON00720,DBN_AAFX,ERS29756616,NA,to_be_added,NA,to_be_added,PRJEB33796,PRJEB51688,SAMEA122217093,EMOBON_HCMR-1_Ha_8
ARMS_Crete_2UBPC_20201120_20220901 SF(1),EMOBON00721,DBN_AAFY,ERS29756617,NA,to_be_added,NA,to_be_added,PRJEB33796,PRJEB51688,SAMEA122217094,EMOBON_HCMR-1_Ha_9
ARMS_Crete_2UBPC_20201120_20220901 SF(2),EMOBON00722,DBN_AAFZ,ERS29756618,NA,to_be_added,NA,to_be_added,PRJEB33796,PRJEB51688,SAMEA122217095,EMOBON_HCMR-1_Ha_10
ARMS_Crete_2UBPC_20201120_20220901 MF 500um,EMOBON00723,DBN_AAGA,ERS29756619,NA,to_be_added,NA,to_be_added,PRJEB33796,PRJEB51688,SAMEA122217096,EMOBON_HCMR-1_Ha_11
ARMS_Crete_2UBPC_20201120_20220901 MF 90um,EMOBON00724,DBN_AAGB,ERS29756620,NA,to_be_added,NA,to_be_added,PRJEB33796,PRJEB51688,SAMEA122217097,EMOBON_HCMR-1_Ha_12
EMOBON_Koster_VH1_Ha_210608_220608_SF40_(1),EMOBON00725,DBN_AAGC,ERS29756621,NA,to_be_added,NA,to_be_added,PRJEB37740,PRJEB51688,SAMEA122217098,EMOBON_Koster_Ha_1
EMOBON_Koster_VH1_Ha_210608_220608_SF40_(2),EMOBON00726,DBN_AAGD,ERS29756622,NA,to_be_added,NA,to_be_added,PRJEB37740,PRJEB51688,SAMEA122217099,EMOBON_Koster_Ha_2
EMOBON_Koster_VH1_Ha_210608_220608_MF100_(1),EMOBON00727,DBN_AAGE,ERS29756623,NA,to_be_added,NA,to_be_added,PRJEB37740,PRJEB51688,SAMEA122217100,EMOBON_Koster_Ha_5
EMOBON_Koster_VH1_Ha_210608_220608_MF100_(2),EMOBON00728,DBN_AAGF,ERS29756624,NA,to_be_added,NA,to_be_added,PRJEB37740,PRJEB51688,SAMEA122217101,EMOBON_Koster_Ha_6
EMOBON_Koster_VH1_Ha_210608_220608_MF500_(1),EMOBON00729,DBN_AAGG,ERS29756625,NA,to_be_added,NA,to_be_added,PRJEB37740,PRJEB51688,SAMEA122217102,EMOBON_Koster_Ha_9
EMOBON_Koster_VH1_Ha_210608_220608_MF500_(2),EMOBON00730,DBN_AAGH,ERS29756626,NA,to_be_added,NA,to_be_added,PRJEB37740,PRJEB51688,SAMEA122217103,EMOBON_Koster_Ha_10
EMOBON_Koster_VH1_Ha_210608_220608_MF500_(2),EMOBON00730,DBN_AAGH,ERS29756627,NA,to_be_added,NA,to_be_added,PRJEB37740,PRJEB51688,SAMEA122217104,EMOBON_Koster_Ha_10
EMOBON_Koster_VH1_Ha_210608_220608_(blank),EMOBON00731,DBN_AAGI,ERS29756628,NA,to_be_added,NA,to_be_added,PRJEB37740,PRJEB51688,SAMEA122217105,EMOBON_Koster_Ha_13
EMOBON_Koster_VH3_Ha_210608_220609_SF40_(1),EMOBON00732,DBN_AAGJ,ERS29756629,NA,to_be_added,NA,to_be_added,PRJEB37740,PRJEB51688,SAMEA122217106,EMOBON_Koster_Ha_15
EMOBON_Koster_VH3_Ha_210608_220609_SF40_(2),EMOBON00733,DBN_AAGK,ERS29756630,NA,to_be_added,NA,to_be_added,PRJEB37740,PRJEB51688,SAMEA122217107,EMOBON_Koster_Ha_16
EMOBON_Koster_VH3_Ha_210608_220609_MF100_(1),EMOBON00734,DBN_AAGL,ERS29756631,NA,to_be_added,NA,to_be_added,PRJEB37740,PRJEB51688,SAMEA122217108,EMOBON_Koster_Ha_19
EMOBON_Koster_VH3_Ha_210608_220609_MF100_(2),EMOBON00735,DBN_AAGM,ERS29756632,NA,to_be_added,NA,to_be_added,PRJEB37740,PRJEB51688,SAMEA122217109,EMOBON_Koster_Ha_20
EMOBON_Koster_VH3_Ha_210608_220609_MF500_(1),EMOBON00736,DBN_AAGN,ERS29756633,NA,to_be_added,NA,to_be_added,PRJEB37740,PRJEB51688,SAMEA122217110,EMOBON_Koster_Ha_23
EMOBON_Koster_VH3_Ha_210608_220609_MF500_(2),EMOBON00737,DBN_AAGO,ERS29756634,NA,to_be_added,NA,to_be_added,PRJEB37740,PRJEB51688,SAMEA122217111,EMOBON_Koster_Ha_24
EMOBON_Koster_VH3_Ha_210608_220609_(blank),EMOBON00738,DBN_AAGP,ERS29756635,NA,to_be_added,NA,to_be_added,PRJEB37740,PRJEB51688,SAMEA122217112,EMOBON_Koster_Ha_27
ARMS_GALWAY_GURR1_210720-220906_SF40_A,EMOBON00739,DBN_AAGQ,ERS29756636,NA,to_be_added,NA,to_be_added,PRJEB72186,PRJEB51688,SAMEA122217113,EMOBON_Galway_Ha_1
ARMS_GALWAY_GURR1_210720-220906_MF100_A,EMOBON00740,DBN_AAGR,ERS29756637,NA,to_be_added,NA,to_be_added,PRJEB72186,PRJEB51688,SAMEA122217114,EMOBON_Galway_Ha_2
ARMS_GALWAY_GURR1_210720-220906_MF500_A,EMOBON00741,DBN_AAGS,ERS29756638,NA,to_be_added,NA,to_be_added,PRJEB72186,PRJEB51688,SAMEA122217115,EMOBON_Galway_Ha_3
ARMS_GALWAY_GURR2_210720-220907_SF40_A,EMOBON00742,DBN_AAGT,ERS29756639,NA,to_be_added,NA,to_be_added,PRJEB72186,PRJEB51688,SAMEA122217116,EMOBON_Galway_Ha_4
ARMS_GALWAY_GURR2_210720-220907_MF100_A,EMOBON00743,DBN_AAGU,ERS29756640,NA,to_be_added,NA,to_be_added,PRJEB72186,PRJEB51688,SAMEA122217117,EMOBON_Galway_Ha_5
ARMS_GALWAY_GURR2_210720-220907_MF500_A,EMOBON00744,DBN_AAGV,ERS29756641,NA,to_be_added,NA,to_be_added,PRJEB72186,PRJEB51688,SAMEA122217118,EMOBON_Galway_Ha_6
ARMS_GALWAY_GURR3_210720-220907_SF40_A,EMOBON00745,DBN_AAGW,ERS29756642,NA,to_be_added,NA,to_be_added,PRJEB72186,PRJEB51688,SAMEA122217119,EMOBON_Galway_Ha_7
ARMS_GALWAY_GURR3_210720-220907_MF100_A,EMOBON00746,DBN_AAGX,ERS29756643,NA,to_be_added,NA,to_be_added,PRJEB72186,PRJEB51688,SAMEA122217120,EMOBON_Galway_Ha_8
ARMS_GALWAY_GURR3_210720-220907_MF500_A,EMOBON00747,DBN_AAGY,ERS29756644,NA,to_be_added,NA,to_be_added,PRJEB72186,PRJEB51688,SAMEA122217121,EMOBON_Galway_Ha_9
ARMS_GALWAY_GURR3_210720-220907_MF500_A,EMOBON00747,DBN_AAGY,ERS29756645,NA,to_be_added,NA,to_be_added,PRJEB72186,PRJEB51688,SAMEA122217122,EMOBON_Galway_Ha_9
ARMS_Svalbard_S1A_200805_220729_MF100_DMSO_R1,EMOBON00748,DBN_AAGZ,ERS29756646,NA,to_be_added,NA,to_be_added,PRJEB48199,PRJEB51688,SAMEA122217123,EMOBON_Svalbard_Ha_29
ARMS_Svalbard_S1A_200805_220729_MF500_DMSO_R1,EMOBON00749,DBN_AAHA,ERS29756647,NA,to_be_added,NA,to_be_added,PRJEB48199,PRJEB51688,SAMEA122217124,EMOBON_Svalbard_Ha_30
ARMS_Svalbard_S1A_200805_220729_SF40_DMSO_R1,EMOBON00750,DBN_AAHB,ERS29756648,NA,to_be_added,NA,to_be_added,PRJEB48199,PRJEB51688,SAMEA122217125,EMOBON_Svalbard_Ha_31
ARMS_Svalbard_S1B_200806_220731_MF100_DMSO_R1,EMOBON00751,DBN_AAHC,ERS29756649,NA,to_be_added,NA,to_be_added,PRJEB48199,PRJEB51688,SAMEA122217126,EMOBON_Svalbard_Ha_32
ARMS_Svalbard_S1B_200806_220731_MF500_DMSO_R1,EMOBON00752,DBN_AAHD,ERS29756650,NA,to_be_added,NA,to_be_added,PRJEB48199,PRJEB51688,SAMEA122217127,EMOBON_Svalbard_Ha_33
ARMS_Svalbard_S1B_200806_220731_SF40_DMSO_R1,EMOBON00753,DBN_AAHE,ERS29756651,NA,to_be_added,NA,to_be_added,PRJEB48199,PRJEB51688,SAMEA122217128,EMOBON_Svalbard_Ha_34
ARMS_Svalbard_S1C_200806_220803_MF100_DMSO_R1,EMOBON00754,DBN_AAHF,ERS29756652,NA,to_be_added,NA,to_be_added,PRJEB48199,PRJEB51688,SAMEA122217129,EMOBON_Svalbard_Ha_35
ARMS_Svalbard_S1C_200806_220803_MF500_DMSO_R1,EMOBON00755,DBN_AAHG,ERS29756653,NA,to_be_added,NA,to_be_added,PRJEB48199,PRJEB51688,SAMEA122217130,EMOBON_Svalbard_Ha_36
ARMS_Svalbard_S1C_200806_220803_MF500_DMSO_R1,EMOBON00755,DBN_AAHG,ERS29756654,NA,to_be_added,NA,to_be_added,PRJEB48199,PRJEB51688,SAMEA122217131,EMOBON_Svalbard_Ha_36
ARMS_SouthCove_20190829_20220221_SF_R1,EMOBON00757,DBN_AAHI,ERS29756655,NA,to_be_added,NA,to_be_added,PRJEB37753,PRJEB51688,SAMEA122217132,EMOBON_BAS_Ha_1
ARMS_SouthCove_20190829_20220221_SF_R2,EMOBON00758,DBN_AAHJ,ERS29756656,NA,to_be_added,NA,to_be_added,PRJEB37753,PRJEB51688,SAMEA122217133,EMOBON_BAS_Ha_2
ARMS_Cheshire_20191210_20220221_SF_R1,EMOBON00759,DBN_AAHK,ERS29756657,NA,to_be_added,NA,to_be_added,PRJEB37753,PRJEB51688,SAMEA122217134,EMOBON_BAS_Ha_3
ARMS_Cheshire_20191210_20220221_SF_R2,EMOBON00760,DBN_AAHL,ERS29756658,NA,to_be_added,NA,to_be_added,PRJEB37753,PRJEB51688,SAMEA122217135,EMOBON_BAS_Ha_4
LukaKP_A1_27.10.2021-28.02.2022_S_1mm_0.5mm,EMOBON00761,DBN_AAHM,ERS29756659,NA,to_be_added,NA,to_be_added,PRJEB37744,PRJEB51688,SAMEA122217136,EMOBON_Piran_Ha_1
LukaKP_A1_27.10.2021-28.02.2022_S_0.1mm_0.038mm,EMOBON00762,DBN_AAHN,ERS29756660,NA,to_be_added,NA,to_be_added,PRJEB37744,PRJEB51688,SAMEA122217137,EMOBON_Piran_Ha_2
LukaKP_A1_27.10.2021-28.02.2022_M,EMOBON00763,DBN_AAHO,ERS29756661,NA,to_be_added,NA,to_be_added,PRJEB37744,PRJEB51688,SAMEA122217138,EMOBON_Piran_Ha_3
LukaKP_A1_28.02.2022_20.06.2022_S_1mm,EMOBON00764,DBN_AAHP,ERS29756662,NA,to_be_added,NA,to_be_added,PRJEB37744,PRJEB51688,SAMEA122217139,EMOBON_Piran_Ha_4
LukaKP_A1_28.02.2022_20.06.2022_S_0.5mm_0.038mm,EMOBON00765,DBN_AAHQ,ERS29756663,NA,to_be_added,NA,to_be_added,PRJEB37744,PRJEB51688,SAMEA122217140,EMOBON_Piran_Ha_5
LukaKP_A1_28.02.2022_20.06.2022_M_1mm,EMOBON00766,DBN_AAHR,ERS29756664,NA,to_be_added,NA,to_be_added,PRJEB37744,PRJEB51688,SAMEA122217141,EMOBON_Piran_Ha_6
LukaKP_A1_28.02.2022_20.06.2022_M_0.5mm_0.038mm,EMOBON00767,DBN_AAHS,ERS29756665,NA,to_be_added,NA,to_be_added,PRJEB37744,PRJEB51688,SAMEA122217142,EMOBON_Piran_Ha_7
BojaVida_A1_28.07.2021-16.08.2022_S_1mm,EMOBON00768,DBN_AAHT,ERS29756666,NA,to_be_added,NA,to_be_added,PRJEB37744,PRJEB51688,SAMEA122217143,EMOBON_Piran_Ha_8
BojaVida_A1_28.07.2021-16.08.2022_S_0.5mm,EMOBON00769,DBN_AAHU,ERS29756667,NA,to_be_added,NA,to_be_added,PRJEB37744,PRJEB51688,SAMEA122217144,EMOBON_Piran_Ha_9
BojaVida_A1_28.07.2021-16.08.2022_S_0.038mm,EMOBON00770,DBN_AAHV,ERS29756668,NA,to_be_added,NA,to_be_added,PRJEB37744,PRJEB51688,SAMEA122217145,EMOBON_Piran_Ha_10
BojaVida_A1_28.07.2021-16.08.2022_M_1mm,EMOBON00771,DBN_AAHW,ERS29756669,NA,to_be_added,NA,to_be_added,PRJEB37744,PRJEB51688,SAMEA122217146,EMOBON_Piran_Ha_11
BojaVida_A1_28.07.2021-16.08.2022_M_0.5mm_0.038mm,EMOBON00772,DBN_AAHX,ERS29756670,NA,to_be_added,NA,to_be_added,PRJEB37744,PRJEB51688,SAMEA122217147,EMOBON_Piran_Ha_12
LukaKP_A1_20.06.2022-10.10.2022_S_1mm,EMOBON00773,DBN_AAHY,ERS29756671,NA,to_be_added,NA,to_be_added,PRJEB37744,PRJEB51688,SAMEA122217148,EMOBON_Piran_Ha_13
LukaKP_A1_20.06.2022-10.10.2022_S_0.5mm_0.038mm,EMOBON00774,DBN_AAHZ,ERS29756672,NA,to_be_added,NA,to_be_added,PRJEB37744,PRJEB51688,SAMEA122217149,EMOBON_Piran_Ha_14
LukaKP_A1_20.06.2022-10.10.2022_M_1mm,EMOBON00775,DBN_AAIA,ERS29756673,NA,to_be_added,NA,to_be_added,PRJEB37744,PRJEB51688,SAMEA122217150,EMOBON_Piran_Ha_15
LukaKP_A1_20.06.2022-10.10.2022_M_0.5mm_0.038mm,EMOBON00776,DBN_AAIB,ERS29756674,NA,to_be_added,NA,to_be_added,PRJEB37744,PRJEB51688,SAMEA122217151,EMOBON_Piran_Ha_16
LukaKP_And1_20.06.2022-10.10.2022_S_1mm,EMOBON00777,DBN_AAIC,ERS29756675,NA,to_be_added,NA,to_be_added,PRJEB37744,PRJEB51688,SAMEA122217152,EMOBON_Piran_Ha_17
LukaKP_And1_20.06.2022-10.10.2022_S_0.5mm,EMOBON00778,DBN_AAID,ERS29756676,NA,to_be_added,NA,to_be_added,PRJEB37744,PRJEB51688,SAMEA122217153,EMOBON_Piran_Ha_18
LukaKP_And1_20.06.2022-10.10.2022_S_0.038mm,EMOBON00779,DBN_AAIE,ERS29756677,NA,to_be_added,NA,to_be_added,PRJEB37744,PRJEB51688,SAMEA122217154,EMOBON_Piran_Ha_19
LukaKP_And1_20.06.2022-10.10.2022_M_1mm,EMOBON00780,DBN_AAIF,ERS29756678,NA,to_be_added,NA,to_be_added,PRJEB37744,PRJEB51688,SAMEA122217155,EMOBON_Piran_Ha_20
LukaKP_And1_20.06.2022-10.10.2022_M_0.5mm_0.038mm,EMOBON00781,DBN_AAIG,ERS29756679,NA,to_be_added,NA,to_be_added,PRJEB37744,PRJEB51688,SAMEA122217156,EMOBON_Piran_Ha_21
ARMS_Gdynia_GDY_20200610_20211222_MF500_DMSO,EMOBON00782,DBN_AAIH,ERS29756680,NA,to_be_added,NA,to_be_added,PRJEB37755,PRJEB51688,SAMEA122217157,EMOBON_Gdynia_Ha_1
ARMS_Gdynia_GDY_20200610_20211222_MF100_DMSO,EMOBON00783,DBN_AAII,ERS29756681,NA,to_be_added,NA,to_be_added,PRJEB37755,PRJEB51688,SAMEA122217158,EMOBON_Gdynia_Ha_2
ARMS_Gdynia_GDY_20200610_20211222_SF40_DMSO,EMOBON00784,DBN_AAIJ,ERS29756682,NA,to_be_added,NA,to_be_added,PRJEB37755,PRJEB51688,SAMEA122217159,EMOBON_Gdynia_Ha_3
ARMS_Gdynia_GDY_20200610_20211222_SF40_DMSO_A,EMOBON00785,DBN_AAIK,ERS29756683,NA,to_be_added,NA,to_be_added,PRJEB37755,PRJEB51688,SAMEA122217160,EMOBON_Gdynia_Ha_4
ARMS_TZS_SPIK_210607-211122_PSF40_DMSO_A,EMOBON00786,DBN_AAIL,ERS29756684,NA,to_be_added,NA,to_be_added,PRJEB37756,PRJEB51688,SAMEA122217161,EMOBON_TZS_Ha_1
ARMS_TZS_SPIK_210607-211122_PSF40_DMSO_B,EMOBON00787,DBN_AAIM,ERS29756685,NA,to_be_added,NA,to_be_added,PRJEB37756,PRJEB51688,SAMEA122217162,EMOBON_TZS_Ha_2
ARMS_TZS_SPIK_210607-211122_MF500_DMSO,EMOBON00788,DBN_AAIN,ERS29756686,NA,to_be_added,NA,to_be_added,PRJEB37756,PRJEB51688,SAMEA122217163,EMOBON_TZS_Ha_3
ARMS_TZS_SPIK_210607-211122_MF500_DMSO,EMOBON00788,DBN_AAIN,ERS29756687,NA,to_be_added,NA,to_be_added,PRJEB37756,PRJEB51688,SAMEA122217164,EMOBON_TZS_Ha_3
ARMS_TZS_SPIK_210607-211122_MF100_DMSO,EMOBON00789,DBN_AAIO,ERS29756688,NA,to_be_added,NA,to_be_added,PRJEB37756,PRJEB51688,SAMEA122217165,EMOBON_TZS_Ha_4
ARMS_TZS_KUMM_210608-211122_PSF_DMSO,EMOBON00790,DBN_AAIP,ERS29756689,NA,to_be_added,NA,to_be_added,PRJEB37756,PRJEB51688,SAMEA122217166,EMOBON_TZS_Ha_5
ARMS_TZS_KUMM_210608-211122_MF100_DMSO,EMOBON00791,DBN_AAIQ,ERS29756690,NA,to_be_added,NA,to_be_added,PRJEB37756,PRJEB51688,SAMEA122217167,EMOBON_TZS_Ha_6
ARMS_TZS_KUMM_210608-211122_MF500_DMSO,EMOBON00792,DBN_AAIR,ERS29756691,NA,to_be_added,NA,to_be_added,PRJEB37756,PRJEB51688,SAMEA122217168,EMOBON_TZS_Ha_7
ARMS_TZS_ANG_210608-211124_PSF40_DMSO_A,EMOBON00793,DBN_AAIS,ERS29756692,NA,to_be_added,NA,to_be_added,PRJEB37756,PRJEB51688,SAMEA122217169,EMOBON_TZS_Ha_8
ARMS_TZS_ANG_210608-211124_PSF40_DMSO_B,EMOBON00794,DBN_AAIT,ERS29756693,NA,to_be_added,NA,to_be_added,PRJEB37756,PRJEB51688,SAMEA122217170,EMOBON_TZS_Ha_9
ARMS_TZS_ANG_210608-211124_MF100_DMSO_A,EMOBON00796,DBN_AAIU,ERS29756694,NA,to_be_added,NA,to_be_added,PRJEB37756,PRJEB51688,SAMEA122217171,EMOBON_TZS_Ha_11
ARMS_TZS_ANG_210608-211124_MF100_DMSO_B,EMOBON00797,DBN_AAIV,ERS29756695,NA,to_be_added,NA,to_be_added,PRJEB37756,PRJEB51688,SAMEA122217172,EMOBON_TZS_Ha_12
ARMS_TZS_ANG_210608-211124_MF500_DMSO_A,EMOBON00798,DBN_AAIW,ERS29756696,NA,to_be_added,NA,to_be_added,PRJEB37756,PRJEB51688,SAMEA122217173,EMOBON_TZS_Ha_13
ARMS_TZS_ANG_210608-211124_MF500_DMSO_B,EMOBON00799,DBN_AAIX,ERS29756697,NA,to_be_added,NA,to_be_added,PRJEB37756,PRJEB51688,SAMEA122217174,EMOBON_TZS_Ha_14
ARMS_TZS_KUMM_210609_220622_SF40_ETOH_A,EMOBON00800,DBN_AAIY,ERS29756698,NA,to_be_added,NA,to_be_added,PRJEB37756,PRJEB51688,SAMEA122217175,EMOBON_TZS_Ha_15
ARMS_TZS_KUMM_210609_220622_MF100_ETOH,EMOBON00801,DBN_AAIZ,ERS29756699,NA,to_be_added,NA,to_be_added,PRJEB37756,PRJEB51688,SAMEA122217176,EMOBON_TZS_Ha_16
ARMS_TZS_KUMM_210609_220622_MF500_ETOH,EMOBON00802,DBN_AAJA,ERS29756700,NA,to_be_added,NA,to_be_added,PRJEB37756,PRJEB51688,SAMEA122217177,EMOBON_TZS_Ha_17
ARMS_TZS_ANG_210609_300622_SF40_ETOH_A,EMOBON00803,DBN_AAJB,ERS29756701,NA,to_be_added,NA,to_be_added,PRJEB37756,PRJEB51688,SAMEA122217178,EMOBON_TZS_Ha_18
ARMS_TZS_ANG_210609_300622_SF40_ETOH_B,EMOBON00804,DBN_AAJC,ERS29756702,NA,to_be_added,NA,to_be_added,PRJEB37756,PRJEB51688,SAMEA122217179,EMOBON_TZS_Ha_19
ARMS_TZS_ANG_210609_300622_MF100_ETOH_A,EMOBON00805,DBN_AAJD,ERS29756703,NA,to_be_added,NA,to_be_added,PRJEB37756,PRJEB51688,SAMEA122217180,EMOBON_TZS_Ha_20
ARMS_TZS_ANG_210609_300622_MF100_ETOH_B,EMOBON00806,DBN_AAJE,ERS29756704,NA,to_be_added,NA,to_be_added,PRJEB37756,PRJEB51688,SAMEA122217181,EMOBON_TZS_Ha_21
ARMS_Laesoe1_210819-220815_MF100_A,EMOBON00808,DBN_AAJG,ERS29756705,NA,to_be_added,NA,to_be_added,PRJEB37741,PRJEB51688,SAMEA122217182,EMOBON_Denmark_Ha_1
ARMS_Laesoe1_210819-220815_MF500_A,EMOBON00809,DBN_AAJH,ERS29756706,NA,to_be_added,NA,to_be_added,PRJEB37741,PRJEB51688,SAMEA122217183,EMOBON_Denmark_Ha_2
ARMS_Laesoe1_210819-220815_SF40_A,EMOBON00810,DBN_AAJI,ERS29756707,NA,to_be_added,NA,to_be_added,PRJEB37741,PRJEB51688,SAMEA122217184,EMOBON_Denmark_Ha_3
ARMS_Laesoe2_210819-220815_MF100_A,EMOBON00811,DBN_AAJJ,ERS29756708,NA,to_be_added,NA,to_be_added,PRJEB37741,PRJEB51688,SAMEA122217185,EMOBON_Denmark_Ha_4
ARMS_Laesoe2_210819-220815_MF500_A,EMOBON00812,DBN_AAJK,ERS29756709,NA,to_be_added,NA,to_be_added,PRJEB37741,PRJEB51688,SAMEA122217186,EMOBON_Denmark_Ha_5
ARMS_Laesoe2_210819-220815_SF40_A,EMOBON00813,DBN_AAJL,ERS29756710,NA,to_be_added,NA,to_be_added,PRJEB37741,PRJEB51688,SAMEA122217187,EMOBON_Denmark_Ha_6
ARMS_Bodo_GStraM_MF125,EMOBON00815,DBN_AAJN,ERS29756711,NA,to_be_added,NA,to_be_added,PRJEB48199,PRJEB51688,SAMEA122217188,EMOBON_Bodo_Ha_5
ARMS_Bodo_GStraM_MF500,EMOBON00816,DBN_AAJO,ERS29756712,NA,to_be_added,NA,to_be_added,PRJEB48199,PRJEB51688,SAMEA122217189,EMOBON_Bodo_Ha_6
ARMS_Bodo_GStraB_SF50,EMOBON00817,DBN_AAJP,ERS29756713,NA,to_be_added,NA,to_be_added,PRJEB48199,PRJEB51688,SAMEA122217190,EMOBON_Bodo_Ha_4
ARMS_Bodo_GStraB_MF125,EMOBON00818,DBN_AAJQ,ERS29756714,NA,to_be_added,NA,to_be_added,PRJEB48199,PRJEB51688,SAMEA122217191,EMOBON_Bodo_Ha_2
ARMS_Bodo_GStraB_MF500,EMOBON00819,DBN_AAJR,ERS29756715,NA,to_be_added,NA,to_be_added,PRJEB48199,PRJEB51688,SAMEA122217192,EMOBON_Bodo_Ha_3
EMOBON_BPNS_So_220420_macro_2,EMOBON00597,DBK_AAAX,to_be_added,NA,to_be_added,NA,to_be_added,to_be_added,PRJEB51688,to_be_added,EMOBON_BPNS_So_52
EMOBON_BPNS_So_211028_macro_1,EMOBON00598,DBK_AAAY,to_be_added,NA,to_be_added,NA,to_be_added,to_be_added,PRJEB51688,to_be_added,EMOBON_BPNS_So_23
EMOBON_BPNS_So_211028_macro_2,EMOBON00599,DBK_AAAZ,to_be_added,NA,to_be_added,NA,to_be_added,to_be_added,PRJEB51688,to_be_added,EMOBON_BPNS_So_24
EMOBON_EMT21_So_211020_macro_1mm_1,EMOBON00614,DBK_AABA,to_be_added,NA,to_be_added,NA,to_be_added,to_be_added,PRJEB51688,to_be_added,EMOBON_EMT21_So_1
EMOBON_EMT21_So_211020_macro_1mm_2,EMOBON00615,DBK_AABB,to_be_added,NA,to_be_added,NA,to_be_added,to_be_added,PRJEB51688,to_be_added,EMOBON_EMT21_So_2
EMOBON_EMT21_So_211020_macro_0.5mm_1,EMOBON00616,DBK_AABC,to_be_added,NA,to_be_added,NA,to_be_added,to_be_added,PRJEB51688,to_be_added,EMOBON_EMT21_So_5
EMOBON_EMT21_So_211020_macro_0.5mm_2,EMOBON00617,DBK_AABD,to_be_added,NA,to_be_added,NA,to_be_added,to_be_added,PRJEB51688,to_be_added,EMOBON_EMT21_So_6
EMOBON_ROSKOGO_So_210923_macro_2,EMOBON00658,DBK_AABE,to_be_added,NA,to_be_added,NA,to_be_added,to_be_added,PRJEB51688,to_be_added,EMOBON_ROSKOGO_So_7
EMOBON_ROSKOGO_So_220301_macro_1,EMOBON00659,DBK_AABF,to_be_added,NA,to_be_added,NA,to_be_added,to_be_added,PRJEB51688,to_be_added,EMOBON_ROSKOGO_So_21
EMOBON_ROSKOGO_So_220301_macro_2,EMOBON00660,DBK_AABG,to_be_added,NA,to_be_added,NA,to_be_added,to_be_added,PRJEB51688,to_be_added,EMOBON_ROSKOGO_So_22
EMOBON_OOB_So_211015_macro_1,EMOBON00709,DBK_AABH,to_be_added,NA,to_be_added,NA,to_be_added,to_be_added,PRJEB51688,to_be_added,EMOBON_OOB_So_21
EMOBON_OOB_So_211015_macro_2,EMOBON00710,DBK_AABI,to_be_added,NA,to_be_added,NA,to_be_added,to_be_added,PRJEB51688,to_be_added,EMOBON_OOB_So_22
EMOBON_OOB_So_220429_macro_1,EMOBON00711,DBK_AABJ,to_be_added,NA,to_be_added,NA,to_be_added,to_be_added,PRJEB51688,to_be_added,EMOBON_OOB_So_43
EMOBON_OOB_So_220429_macro_2,EMOBON00712,DBK_AABK,to_be_added,NA,to_be_added,NA,to_be_added,to_be_added,PRJEB51688,to_be_added,EMOBON_OOB_So_44
